student_id,name,department,year,gender,cgpa,semester,attendance_percentage,company,placement_status,package_lpa,department_name,hod
S0216,Joel Kumar,EEE,1,Male,6.64,S3,83.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0217,Sreeram Joseph,CSE,3,Male,8.42,S5,85.4,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0218,Midhun Thomas,ECE,3,Female,8.57,S4,100.0,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0219,Sanjay Nair,ECE,3,Female,7.85,S2,83.7,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0220,Anjali Sharma,ME,1,Female,6.9,S4,90.9,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0221,Arun Joseph,IT,1,Female,8.59,S6,65.1,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0222,Abhinav Thomas,CE,1,Male,7.59,S1,91.3,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0223,Midhun Nair,CSE,2,Male,6.61,S2,70.6,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0224,Rohan Das,CSE,3,Female,7.23,S4,59.1,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0225,Arun Sharma,EEE,2,Male,7.18,S6,80.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0226,Harish Nair,IT,2,Male,9.05,S1,86.6,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0227,Fathima Joseph,ECE,4,Male,8.76,S6,92.5,Deloitte,Placed,4.76,Electronics and Communication Engineering,Dr. Priya Menon
S0228,Rahul Varma,CE,2,Male,8.56,S3,95.0,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0229,Fathima Kumar,ME,2,Male,7.74,S8,66.8,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0230,Neha Menon,ECE,4,Male,8.43,S3,94.1,,Not Placed,0.0,Electronics and Communication Engineering,Dr. Priya Menon
S0231,Midhun Sharma,IT,2,Male,6.94,S5,74.6,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0232,Meera Nair,ME,3,Male,7.56,S2,91.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0233,Athira Thomas,EEE,4,Female,7.96,S3,79.9,IBM,Placed,9.52,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0234,Anu Thomas,EEE,4,Male,6.74,S7,68.9,,Not Placed,0.0,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0235,Neha Thomas,CSE,1,Male,8.12,S6,83.1,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0236,Adithya Das,IT,4,Female,9.2,S2,91.3,,Not Placed,0.0,Information Technology,Dr. Deepa Sharma
S0237,Nikhil Kumar,CE,2,Male,7.95,S8,75.7,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0238,Nikhil Thomas,ME,1,Female,8.28,S7,79.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0239,Harish Menon,ECE,2,Female,5.74,S3,55.1,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0240,Joel Reddy,IT,4,Male,9.1,S5,85.8,TCS,Placed,8.5,Information Technology,Dr. Deepa Sharma
S0241,Rohan Thomas,IT,2,Male,7.7,S4,86.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0242,Anu Sharma,EEE,2,Female,6.99,S5,73.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0243,Midhun Varma,CSE,3,Female,7.81,S7,89.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0244,Sneha Joseph,CSE,1,Male,6.76,S1,71.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0245,Anu Nair,ME,1,Female,8.39,S3,71.8,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0246,Rahul Menon,EEE,1,Male,7.33,S7,82.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0247,Harish Das,IT,1,Female,7.26,S1,70.8,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0248,Harish Reddy,CE,1,Male,7.37,S1,75.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0249,Sreeram Nair,EEE,1,Female,8.49,S6,96.6,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0250,Sreeram Thomas,ME,3,Female,7.66,S2,69.2,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0251,Arun Das,ME,1,Female,6.42,S6,72.4,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0252,Rohan Kumar,EEE,2,Male,7.97,S3,81.4,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0253,Rohan Thomas,ME,4,Male,6.81,S1,80.0,,Not Placed,0.0,Mechanical Engineering,Dr. Manoj Thomas
S0254,Rohan Das,EEE,2,Male,5.88,S8,74.9,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0255,Anu Menon,ECE,3,Male,8.9,S7,90.7,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0256,Fathima Thomas,EEE,1,Male,7.97,S4,78.5,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0257,Sreeram Joseph,EEE,1,Female,7.54,S1,83.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0258,Rahul Pillai,ME,1,Male,7.27,S7,88.9,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0259,Nandana Nair,ME,1,Male,8.67,S8,86.4,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0260,Meera Varma,CSE,2,Female,10.0,S4,93.6,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0261,Sneha Das,CSE,1,Female,8.31,S6,87.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0262,Aiswarya Das,ECE,1,Female,6.88,S6,74.5,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0263,Harish Thomas,CSE,1,Female,7.83,S2,68.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0264,Neha Nair,EEE,2,Male,7.94,S7,83.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0265,Athira Menon,ME,1,Male,5.67,S1,53.6,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0266,Keerthi Joseph,CSE,2,Female,8.22,S5,86.9,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0267,Keerthi Nair,CSE,2,Female,8.3,S6,76.9,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0268,Nikhil Varma,ECE,3,Male,8.76,S6,87.7,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0269,Rahul Nair,IT,1,Female,8.83,S2,91.3,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0270,Joel Varma,ECE,4,Male,7.79,S4,100.0,Deloitte,Placed,6.39,Electronics and Communication Engineering,Dr. Priya Menon
S0271,Athira Menon,EEE,3,Male,8.81,S2,94.4,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0272,Fathima Menon,ME,1,Male,9.18,S8,100.0,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0273,Nandana Varma,ECE,4,Female,7.72,S1,96.9,,Not Placed,0.0,Electronics and Communication Engineering,Dr. Priya Menon
S0274,Rohan Menon,CSE,4,Female,8.28,S7,88.4,,Not Placed,0.0,Computer Science and Engineering,Dr. Suresh Nair
S0275,Amal Kumar,ME,1,Male,6.14,S3,71.6,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0276,Meera Das,ME,2,Female,6.39,S3,61.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0277,Amal Pillai,CSE,4,Male,7.28,S7,75.9,Wipro,Placed,9.67,Computer Science and Engineering,Dr. Suresh Nair
S0278,Diya Joseph,ECE,3,Male,7.35,S4,70.9,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0279,Amal Das,CSE,1,Female,7.07,S8,71.9,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0280,Midhun Das,IT,1,Female,7.82,S6,97.6,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0281,Akhil Sharma,ME,2,Female,7.22,S4,77.6,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0282,Harish Joseph,CE,2,Female,8.36,S6,76.6,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0283,Midhun Menon,CE,3,Female,7.12,S6,88.2,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0284,Amal Thomas,EEE,2,Male,5.77,S3,75.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0285,Rohan Sharma,CSE,2,Male,8.05,S4,91.4,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0286,Adithya Thomas,CSE,3,Male,7.94,S8,63.5,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0287,Adithya Sharma,EEE,1,Male,6.91,S2,91.9,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0288,Rahul Joseph,EEE,1,Male,7.68,S6,74.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0289,Sanjay Thomas,EEE,3,Female,6.74,S5,80.2,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0290,Sneha Joseph,ME,4,Male,7.81,S5,100.0,Wipro,Placed,8.33,Mechanical Engineering,Dr. Manoj Thomas
S0291,Nikhil Sharma,IT,2,Male,9.96,S2,100.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0292,Joel Sharma,CSE,3,Male,6.51,S5,62.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0293,Adithya Kumar,ME,1,Female,7.14,S1,63.0,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0294,Aiswarya Joseph,EEE,2,Male,7.06,S6,88.3,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0295,Harish Joseph,CSE,3,Female,7.6,S2,80.5,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0296,Nandana Nair,ME,1,Male,8.37,S4,80.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0297,Adithya Das,IT,1,Male,8.28,S6,89.6,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0298,Diya Menon,ME,2,Female,8.23,S2,82.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0299,Diya Joseph,IT,1,Female,7.87,S3,87.4,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0300,Midhun Sharma,EEE,2,Male,6.54,S8,72.4,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0301,Nandana Reddy,IT,1,Female,6.96,S4,81.2,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0302,Meera Nair,CSE,2,Female,8.55,S8,77.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0303,Midhun Nair,EEE,1,Male,7.74,S3,93.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0304,Anjali Menon,CSE,4,Female,8.96,S6,95.0,EY,Placed,5.27,Computer Science and Engineering,Dr. Suresh Nair
S0305,Fathima Das,CE,3,Female,7.73,S4,85.9,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0306,Akhil Reddy,ECE,3,Female,6.75,S8,63.2,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0307,Nandana Reddy,IT,4,Female,7.43,S5,93.3,,Not Placed,0.0,Information Technology,Dr. Deepa Sharma
S0308,Aiswarya Kumar,ECE,2,Female,8.15,S8,82.9,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0309,Fathima Kumar,ECE,1,Female,8.27,S2,90.4,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0310,Joel Varma,IT,3,Female,8.53,S6,82.8,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0311,Fathima Kumar,EEE,3,Female,6.76,S1,75.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0312,Rahul Kumar,CE,3,Female,6.54,S8,74.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0313,Nikhil Nair,CSE,2,Female,7.8,S4,55.2,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0314,Anjali Joseph,ME,1,Female,8.7,S4,92.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0315,Neha Sharma,CSE,2,Male,7.39,S7,95.4,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0316,Rahul Pillai,ME,2,Female,7.91,S8,86.2,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0317,Sanjay Pillai,CSE,3,Female,8.31,S6,75.6,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0318,Diya Kumar,IT,3,Male,8.46,S6,91.1,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0319,Athira Pillai,CE,2,Female,8.83,S3,97.3,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0320,Aiswarya Menon,ME,4,Male,8.8,S7,92.2,TCS,Placed,6.33,Mechanical Engineering,Dr. Manoj Thomas
S0321,Adithya Kumar,EEE,3,Male,7.12,S8,75.2,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0322,Athira Joseph,CSE,1,Female,6.27,S5,67.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0323,Anjali Pillai,CSE,1,Male,7.41,S3,75.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0324,Sreeram Sharma,ME,1,Female,7.61,S7,85.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0325,Neha Kumar,EEE,1,Female,7.31,S8,64.5,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0326,Aiswarya Menon,EEE,1,Male,9.17,S8,86.8,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0327,Joel Menon,IT,1,Male,7.87,S3,95.5,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0328,Joel Kumar,IT,2,Male,8.37,S5,99.3,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0329,Adithya Das,IT,1,Female,8.02,S7,68.8,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0330,Nandana Pillai,IT,4,Female,7.57,S8,68.8,,Not Placed,0.0,Information Technology,Dr. Deepa Sharma
S0331,Rohan Das,IT,1,Female,6.31,S8,67.7,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0332,Neha Das,IT,2,Male,7.79,S7,88.6,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0333,Sneha Menon,CE,2,Female,10.0,S1,79.6,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0334,Amal Menon,EEE,4,Male,6.6,S3,71.7,EY,Placed,6.26,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0335,Keerthi Reddy,IT,1,Female,6.4,S3,66.5,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0336,Adithya Joseph,EEE,2,Male,9.15,S4,100.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0337,Sanjay Pillai,EEE,4,Female,8.19,S5,68.2,,Not Placed,0.0,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0338,Nikhil Thomas,ECE,4,Male,7.85,S2,81.8,Deloitte,Placed,7.83,Electronics and Communication Engineering,Dr. Priya Menon
S0339,Sneha Kumar,CE,4,Female,8.59,S1,82.6,,Not Placed,0.0,Civil Engineering,Dr. Anil Joseph
S0340,Anjali Pillai,IT,1,Male,7.18,S7,89.5,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0341,Sreeram Varma,CSE,1,Female,7.86,S7,86.4,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0342,Rahul Nair,ME,3,Female,8.31,S7,78.9,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0343,Anu Kumar,CSE,4,Male,9.64,S1,100.0,,Not Placed,0.0,Computer Science and Engineering,Dr. Suresh Nair
S0344,Meera Das,CE,3,Female,6.57,S8,68.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0345,Rohan Varma,ME,3,Female,8.57,S7,95.0,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0346,Fathima Varma,CE,2,Male,7.81,S7,78.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0347,Athira Nair,EEE,3,Male,7.73,S5,89.6,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0348,Nikhil Joseph,ME,1,Female,7.54,S6,82.7,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0349,Meera Pillai,EEE,2,Male,6.49,S6,100.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0350,Rahul Thomas,CSE,2,Female,8.72,S4,86.6,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0351,Aiswarya Joseph,CSE,2,Male,7.32,S4,80.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0352,Abhinav Nair,ME,1,Female,6.69,S7,68.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0353,Neha Reddy,ME,1,Male,8.26,S5,83.8,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0354,Sneha Kumar,IT,3,Female,8.48,S7,61.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0355,Anjali Nair,CE,2,Female,7.56,S4,83.1,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0356,Athira Varma,IT,3,Female,8.71,S1,99.1,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0357,Sreeram Pillai,CE,1,Female,8.64,S1,90.0,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0358,Rohan Reddy,IT,2,Male,8.9,S8,76.5,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0359,Sreeram Nair,EEE,3,Female,7.18,S2,69.0,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0360,Sanjay Das,ME,1,Male,8.36,S6,62.6,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0361,Midhun Joseph,CSE,2,Male,8.12,S5,91.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0362,Vishnu Menon,CE,1,Male,8.88,S3,79.1,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0363,Rohan Kumar,CE,1,Male,7.4,S6,77.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0364,Joel Joseph,CSE,4,Female,7.66,S3,78.2,,Not Placed,0.0,Computer Science and Engineering,Dr. Suresh Nair
S0365,Anu Reddy,IT,2,Female,7.36,S2,90.9,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0366,Athira Sharma,CE,4,Male,7.65,S2,80.3,,Not Placed,0.0,Civil Engineering,Dr. Anil Joseph
S0367,Diya Varma,EEE,1,Male,7.97,S7,89.1,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0368,Sneha Nair,ME,3,Female,7.94,S4,86.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0369,Nandana Joseph,CSE,3,Male,8.23,S2,95.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0370,Anjali Pillai,ME,3,Male,8.09,S2,80.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0371,Rohan Sharma,CE,2,Male,7.32,S3,94.1,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0372,Athira Thomas,CE,2,Female,6.8,S4,55.7,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0373,Sanjay Varma,CSE,2,Female,7.18,S2,84.0,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0374,Sanjay Nair,EEE,4,Male,8.38,S6,76.9,,Not Placed,0.0,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0375,Rahul Joseph,ECE,4,Male,8.08,S8,78.1,UST,Placed,5.16,Electronics and Communication Engineering,Dr. Priya Menon
S0376,Sneha Das,CSE,4,Female,6.47,S2,76.4,EY,Placed,9.61,Computer Science and Engineering,Dr. Suresh Nair
S0377,Harish Menon,ECE,1,Female,8.58,S8,91.1,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0378,Athira Pillai,IT,3,Male,9.35,S4,96.9,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0379,Vishnu Thomas,ECE,4,Female,7.13,S7,63.4,,Not Placed,0.0,Electronics and Communication Engineering,Dr. Priya Menon
S0380,Neha Joseph,EEE,1,Male,7.87,S5,94.1,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0381,Arun Pillai,IT,1,Male,7.47,S4,70.2,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0382,Anu Thomas,ECE,3,Female,8.2,S3,76.5,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0383,Keerthi Sharma,IT,3,Male,6.92,S5,80.2,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0384,Amal Varma,ECE,4,Female,7.64,S6,76.9,,Not Placed,0.0,Electronics and Communication Engineering,Dr. Priya Menon
S0385,Adithya Pillai,EEE,1,Male,8.39,S1,87.5,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0386,Nikhil Reddy,ECE,4,Male,8.69,S8,67.4,,Not Placed,0.0,Electronics and Communication Engineering,Dr. Priya Menon
S0387,Abhinav Pillai,ECE,1,Female,8.04,S8,84.8,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0388,Arun Joseph,ECE,1,Male,7.43,S8,80.0,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0389,Anu Kumar,CSE,1,Female,6.68,S4,68.2,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0390,Meera Pillai,CSE,4,Male,7.34,S8,58.7,IBM,Placed,9.04,Computer Science and Engineering,Dr. Suresh Nair
S0391,Anu Reddy,CSE,3,Male,7.57,S7,77.1,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0392,Rahul Varma,EEE,2,Male,7.04,S8,74.9,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0393,Nikhil Joseph,IT,2,Female,7.9,S3,78.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0394,Rohan Sharma,CE,4,Male,7.23,S6,60.1,,Not Placed,0.0,Civil Engineering,Dr. Anil Joseph
S0395,Rahul Varma,ECE,2,Female,7.84,S8,95.2,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0396,Abhinav Varma,ECE,4,Male,8.66,S8,80.9,,Not Placed,0.0,Electronics and Communication Engineering,Dr. Priya Menon
S0397,Midhun Das,EEE,2,Female,7.27,S5,74.9,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0398,Sanjay Reddy,ECE,2,Male,6.59,S6,50.4,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0399,Sanjay Kumar,CSE,2,Female,7.39,S8,92.1,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0400,Rohan Varma,CE,2,Female,7.97,S4,77.6,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0401,Rahul Joseph,ME,3,Female,8.09,S2,83.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0402,Sreeram Das,ECE,2,Female,8.02,S7,92.2,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0403,Neha Menon,CSE,1,Female,8.99,S4,82.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0404,Athira Thomas,ME,4,Female,7.4,S1,86.5,,Not Placed,0.0,Mechanical Engineering,Dr. Manoj Thomas
S0405,Joel Menon,CE,2,Male,9.14,S4,71.4,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0406,Adithya Reddy,ME,3,Male,8.2,S5,88.4,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0407,Meera Das,CSE,4,Female,5.93,S5,81.7,Wipro,Placed,5.7,Computer Science and Engineering,Dr. Suresh Nair
S0408,Midhun Reddy,IT,3,Female,9.29,S8,85.8,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0409,Joel Thomas,IT,1,Female,7.24,S4,86.7,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0410,Anu Reddy,ME,4,Male,6.72,S5,89.5,Cognizant,Placed,6.03,Mechanical Engineering,Dr. Manoj Thomas
S0411,Adithya Thomas,EEE,3,Male,8.02,S2,79.8,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0412,Nandana Thomas,ME,2,Male,6.16,S6,66.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0413,Anjali Sharma,ECE,1,Female,7.14,S4,67.9,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0414,Nandana Reddy,ECE,4,Male,8.95,S7,84.1,IBM,Placed,6.0,Electronics and Communication Engineering,Dr. Priya Menon
S0415,Akhil Das,IT,3,Male,8.29,S2,76.7,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0416,Sreeram Das,EEE,3,Male,8.25,S8,75.7,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0417,Diya Sharma,CSE,4,Male,7.42,S6,88.7,,Not Placed,0.0,Computer Science and Engineering,Dr. Suresh Nair
S0418,Amal Das,ECE,4,Female,6.47,S7,64.2,UST,Placed,4.01,Electronics and Communication Engineering,Dr. Priya Menon
S0419,Rohan Menon,IT,1,Male,8.42,S8,87.3,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0420,Joel Joseph,CE,2,Female,8.24,S7,84.0,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0421,Abhinav Reddy,IT,1,Male,8.56,S8,99.4,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0422,Athira Das,ECE,3,Male,7.87,S7,76.6,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0423,Meera Pillai,ECE,1,Male,6.93,S6,77.9,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0424,Joel Nair,IT,3,Male,9.8,S2,100.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0425,Harish Menon,CSE,3,Male,8.33,S7,97.7,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0426,Keerthi Kumar,ME,4,Male,7.41,S7,73.2,,Not Placed,0.0,Mechanical Engineering,Dr. Manoj Thomas
S0427,Rohan Menon,ECE,2,Female,7.56,S3,73.4,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0428,Sanjay Pillai,IT,4,Male,7.97,S4,72.2,,Not Placed,0.0,Information Technology,Dr. Deepa Sharma
S0429,Aiswarya Reddy,IT,1,Female,8.71,S6,100.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0430,Akhil Joseph,EEE,4,Female,7.75,S8,92.7,,Not Placed,0.0,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0431,Meera Menon,ME,1,Female,8.24,S6,83.3,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
